รหัสพัสดุ,ชื่อพัสดุ,หน่วย,ราคากลาง,ราคามาตรฐาน,Ref_เหนือ,Ref_อีสาน,Ref_กลาง,Ref_ใต้,Std_เหนือ,Std_อีสาน,Std_กลาง,Std_ใต้
9010030008,CABLE TRENCH TYPE A SIZE 1.20 M. L-SHAPE,M,,5474,,,,,,,,
9010030009,CABLE TRENCH TYPE A SIZE 1.50 M. L-SHAPE,M,,8604,,,,,,,,
9010030010,CABLE TRENCH TYPE A SIZE 2.00 M. L-SHAPE,M,,14540,,,,,,,,
9010030011,CABLE TRENCH TYPE A SIZE 0.80 M. T-SHAPE,M,,3284,,,,,,,,
9010030012,CABLE TRENCH TYPE A SIZE 1.00 M. T-SHAPE,M,,4342,,,,,,,,
9010030013,CABLE TRENCH TYPE A SIZE 1.20 M. T-SHAPE,M,,5856,,,,,,,,
9010030014,CABLE TRENCH TYPE A SIZE 1.50 M. T-SHAPE,M,,8676,,,,,,,,
9010030015,CABLE TRENCH TYPE A SIZE 2.00 M. T-SHAPE,M,,14020,,,,,,,,
9010030016,CABLE TRENCH TYPE B SIZE 0.80 M. PIPE,M,,10020,,,,,,,,
9010030017,CABLE TRENCH TYPE B SIZE 1.00 M. PIPE,M,,11440,,,,,,,,
9010030018,CABLE TRENCH TYPE B SIZE 1.20 M. PIPE,M,,14350,,,,,,,,
9010030019,CABLE TRENCH TYPE B SIZE 1.50 M. PIPE,M,,16740,,,,,,,,
9010030020,CABLE TRENCH TYPE B SIZE 2.00 M. PIPE,M,,20770,,,,,,,,
9010040001,"CABLE,CU,DOUBLE CORE, NYY 6 SQ.MM.",M,,62.2,,,,,,,,
9010040002,"CABLE,CU,DOUBLE CORE, NYY 16 SQ.MM.",M,,125,,,,,,,,
9010040003,"CABLE,AL,CU.COMPACT.PVC.750V.< 25 SQ.MM.",M,,12,,,,,,,,
9010040004,"CABLE,CU,DOUBLE CORE,NYY 25 SQ.MM",M,,184,,,,,,,,
9010040005,"CABLE,UNDERGROUND 1X95 SQ.MM",M,,232,,,,,,,,
9010040006,CABLE MARKER,EA,,200,,,,,,,,
9010040007,"CABLE GRIP, 3 INCH",EA,,3800,,,,,,,,
9010040008,"CABLE BREAKOUTS, 185-300 SQ.MM.",PAK,,1480,,,,,,,,
9010040009,"CABLE GRIP,FOR 3X120 SQ.MM.CABLE",EA,,6200,,,,,,,,
9010040010,"CABLE GRIP,1.5 INCH",EA,,2400,,,,,,,,
9010040011,CABLE GRIP 70 SQ.MM,EA,,4200,,,,,,,,
9010040012,CABI.LT METER GROUND,PAK,,5234,,,,,,,,
9010040013,CAB. LUG COMPRESS.FOR CU.CAB.35SQ.MM.,EA,,200,,,,,,,,
9010040014,"CAB. LUG COMPRESS.,FOR CU. CAB.50SQ.MM.",EA,,210,,,,,,,,
9010040015,"CAB. LUG COMPRESS.,FOR CU. CAB.70 SQ.MM.",EA,,230,,,,,,,,
9010040016,"CAB. LUG COMPRESS.,FOR CU.CAB. 95 SQ.MM.",EA,,250,,,,,,,,
9010040017,"CAB. LUG COMPRESS.,FOR CU.CAB.150 SQ.MM.",EA,,340,,,,,,,,
9010040018,"CAB. LUG COMPRESS.,FOR CU.CAB.240 SQ.MM.",EA,,460,,,,,,,,
9010040019,"CAB. LUG COMPRESS.,FOR CU.CAB.400 SQ.MM.",EA,,1020,,,,,,,,
9010040020,"CAB. LUG COMPRESS.,FOR CU.CAB.500 SQ.MM.",EA,,1200,,,,,,,,
9010050001,UNDERGROUND CABLE 1X70 SQ.MM 22 KV,M,,312,,,,,,,,
9010050002,"UG.CABLE, CU, 1C-50 SQ.MM. 0.6/1 KV-CV",M,,104,,,,,,,,
9010050003,"UG CABLE, CU, 1C-95 SQ.MM. 0.6/1 KV-CV",M,,195,,,,,,,,
9010050004,"UG CABLE, CU, 1C-185 SQ.MM. 0.6/1 KV-CV",M,,374,,,,,,,,
9010050005,UG CAB.DUCT2X1HDPE160PN6.3(GALV.200mm),M,,2860,,,,,,,,
9010050006,UG CAB.DUCT2X2HDPE160PN6.3(GALV.200 mm),M,,5720,,,,,,,,
9010050007,UG CAB.DUCT2X3HDPE160PN6.3(GALV.200 mm),M,,8580,,,,,,,,
9010050008,UG CAB.DUCT2X4HDPE160PN6.3(GALV.200 mm),M,,12720,,,,,,,,
9010050009,UG CAB.DUCT2X5HDPE160PN6.3(GALV.200 mm),M,,14300,,,,,,,,
9010050010,UG CAB.DUCT3X1HDPE160PN6.3(GALV.200 mm),M,,4290,,,,,,,,
9010050011,UG CAB.DUCT3X2HDPE160PN6.3(GALV.200 mm),M,,8580,,,,,,,,
9010050012,UG CAB.DUCT3X3HDPE160PN6.3(GALV.200 mm),M,,12870,,,,,,,,
9010050013,UG CAB.DUCT3X4HDPE160PN6.3(GALV.200 mm),M,,17160,,,,,,,,
9010050014,UG CAB.DUCT3X5HDPE160PN6.3(GALV.200 mm),M,,21450,,,,,,,,
9010050015,UG CAB.DUCT3X6HDPE160PN6.3(GALV.200 mm),M,,25740,,,,,,,,
9010050016,UG CAB.DUCT4X2HDPE160PN6.3(GALV.200 mm),M,,11440,,,,,,,,
9010050017,UG CAB.DUCT4X3HDPE160PN6.3(GALV.200 mm),M,,17160,,,,,,,,
9010050018,UG CAB.DUCT4X4HDPE160PN6.3 (GALV200 mm),M,,22880,,,,,,,,
9010050019,UG CAB.DUCT4X5HDPE160PN6.3(GALV.200 mm),M,,28600,,,,,,,,
9010050020,UG CAB.DUCT5X2HDPE160PN6.3(GALV.200 mm),M,,14300,,,,,,,,
9010050021,UG CAB.DUCT5X3HDPE160PN6.3(GALV.200 mm),M,,21450,,,,,,,,
9010050022,UG CAB.DUCT5X4HDPE160PN6.3(GALV.200 mm),M,,28600,,,,,,,,
9010050023,UG CAB.DUCT5X5HDPE160PN6.3(GALV.200 mm),M,,35750,,,,,,,,
9010060001,"DUCT BANK HDPE, 75 MM. COND. TYPE 2X2",M,,1290,,,,,,,,
9010060002,"DUCT BANK FOR HDPE,75 MM TYPE 4X2",M,,2221,,,,,,,,
9010060003,"DUCT BANK FOR HDPE,75 MM TYPE 6X2",M,,3152,,,,,,,,
9010060004,"ELBOW CONNECTION, HDPE DIA 160 MM",EA,,2436,,,,,,,,
9020010001,MANHOLE 2T-1 WITH PILE IB1-020/34009,EA,,165200,,,,,,,,
9020010002,MANHOLE 2T-1 WITH NO PILE IB1-020/34009,EA,,190100,,,,,,,,
9020010003,MANHOLE 2T-1 WITH PILE IB3-011/44011,EA,,463500,,,,,,,,
9020010004,MANHOLE 2T-1 WITH NO PILE IB3-011/44011,EA,,381800,,,,,,,,
9020020001,MANHOLE 2T-2 WITH PILE IB1-020/35033,EA,,190100,,,,,,,,
9020020002,MANHOLE 2T-2 WITH NO PILE IB1-020/35033,EA,,165200,,,,,,,,
9020020003,MANHOLE 2T-2 WITH PILE IB3-011/44012,EA,,463500,,,,,,,,
9020020004,MANHOLE 2T-2 WITH NO PILE IB3-011/44012,EA,,381800,,,,,,,,
9020030001,MANHOLE 2T-3 WITH PILE IB1-020/34033,EA,,204100,,,,,,,,
9020030002,MANHOLE 2T-3 WITH NO PILE IB1-020/34033,EA,,177900,,,,,,,,
9020030003,MANHOLE 2T-3 WITH PILE IB3-011/44013,EA,,481600,,,,,,,,
9020030004,MANHOLE 2T-3 WITH NO PILE IB3-011/44013,EA,,404700,,,,,,,,
9020040001,MANHOLE 2T-4 WITH PILE IB1-020/35030,EA,,209800,,,,,,,,
9020040002,MANHOLE 2T-4 WITH NO PILE IB1-020/3030,EA,,182300,,,,,,,,
9020040003,MANHOLE 2T-4 WITH PILE IB3-011/44014,EA,,512200,,,,,,,,
9020040004,MANHOLE 2T-4 WITH NO PILE IB3-011/44014,EA,,422700,,,,,,,,
9020050001,MANHOLE 2T-5 WITH PILE SA1-015/37005,EA,,258100,,,,,,,,
9020050002,MANHOLE 2T-5 WITH NO PILE SA1-015/37005,EA,,225700,,,,,,,,
9020050003,MANHOLE 2T-5 WITH PILE IB3-011/44015,EA,,549400,,,,,,,,
9020050004,MANHOLE 2T-5 WITH NO PILE IB3-011/44015,EA,,450000,,,,,,,,
9020060001,MANHOLE 2T-6 WITH PILE IB3-020/39039,EA,,210400,,,,,,,,
9020060002,MANHOLE 2T-6 WITH NO PILE IB3-020/39039,EA,,178000,,,,,,,,
9020060003,MANHOLE 2T-6 WITH PILE IB3-011/44016,EA,,549400,,,,,,,,
9020060004,MANHOLE 2T-6 WITH NO PILE IB3-011/44016,EA,,450000,,,,,,,,
9020070001,MANHOLE 2T-7 WITH PILE IB3-021/42017,EA,,299800,,,,,,,,
9020070002,MANHOLE 2T-7 WITH NO PILE IB3-021/42017,EA,,246700,,,,,,,,
9020070003,MANHOLE 2T-7 WITH PILE IB3-011/44017,EA,,613200,,,,,,,,
9020070004,MANHOLE 2T-7 WITH NO PILE IB3-011/44017,EA,,507300,,,,,,,,
9020080001,MANHOLE 2T-8 WITH PILE IB2-020/38024,EA,,93450,,,,,,,,
9020080002,MANHOLE 2T-8 WITH NO PILE IB2-020/38024,EA,,80950,,,,,,,,
9020080003,MANHOLE 2T-8 WITH PILE IB3-011/45004,EA,,253500,,,,,,,,
9020080004,MANHOLE 2T-8 WITH NO PILE IB3-011/45004,EA,,221400,,,,,,,,
9020090001,MANHOLE 2C-1 WITH PILE IB1-020/34056,EA,,140600,,,,,,,,
9020090002,MANHOLE 2C-1 WITH NO PILE IB1-020/34056,EA,,123100,,,,,,,,
9020090003,MANHOLE 2C-1 WITH PILE IB3-011/44008,EA,,344600,,,,,,,,
9020090004,MANHOLE 2C-1 WITH NO PILE IB3-011/44008,EA,,299800,,,,,,,,
9020100001,MANHOLE 2S-1 WITH PILE IB1-020/34025,EA,,159000,,,,,,,,
9020100002,MANHOLE 2S-1 WITH NO PILE IB1-020/34025,EA,,139700,,,,,,,,
9020110001,MANHOLE 2S-2 WITH PILE IB3-020/39040,EA,,226600,,,,,,,,
9020110002,MANHOLE 2S-2 WITH NO PILE IB3-020/39040,EA,,194800,,,,,,,,
9030010001,HAND HOLE TYPE 1 SA1-015/46009,EA,,31230,,,,,,,,
9030010002,HAND HOLE TYPE 1 SA1-015/46010,EA,,16270,,,,,,,,
9040020001,"GROUND PLATE,STEEL 40X170 MM,6 MM THK",EA,,10.9,,,,,,,,
9040020002,"GROUND PLATE,STEEL 40X320 MM,6 MM THK",EA,,19.2,,,,,,,,
9040020003,"ST.CH150X75X6.5MM.6M (SD-UG-2,SD-UG-3)",EA,,4464,,,,,,,,
9040020004,"ST.CH150X75X6.5MM.5.3M.(SD-UG-2,SD-UG-3)",EA,,3944,,,,,,,,
9040020005,"ST.CH150X75X6.5MM.2.75M(SD-UG-2,SD-UG-3)",EA,,2048,,,,,,,,
9040020006,"ST.CH100X50X5MM.6M.(SD-UG-2, SD-UG-3)",EA,,2248,,,,,,,,
9040020007,"ST.PL.6 MM.X= 0.65 MM.(SD-UG-2,SD-UG-3)",EA,,268,,,,,,,,
9040020008,"ST.PL.,6 MM.X=0.14 MM.(SD-UG-2, SD-UG-3)",EA,,112,,,,,,,,
9040020009,"ST.PL.,465X135X6MM.(SD-UG-2, SD-UG-3)",EA,,120,,,,,,,,
9040020010,"ST.PL.,450X450X6MM.(SD-UG-2, SD-UG-3)",EA,,384,,,,,,,,
9040020011,"ST.PL., 430X40X6 MM. (SD-UG-2, SD-UG-3)",EA,,32,,,,,,,,
9040020012,"ST.PL., 690X40X6 MM. (SD-UG-2, SD-UG-3)",EA,,52,,,,,,,,
9040020013,"ST.PL., 650X100X12 MM.(SD-UG-2, SD-UG-3)",EA,,245,,,,,,,,
9040020014,"STEEL 9 MM.,10 M.LONG",EA,,150,,,,,,,,
9040020015,"STEEL 15 MM.,750 MM.LONG",M,,15,,,,,,,,
9040020016,STEEL CHANNEL 125X65X6 MM. 600 MM.LONG,EA,,230,,,,,,,,
9050010001,CABLE RISER HDPE (DP) DIA. 110 MM.,EA,,4330,,,,,,,,
9050010002,CABLE RISER HDPE (DP) DIA. 160 MM.,EA,,8290,,,,,,,,
9050010003,CABLE RISER HDPE 115 KV. (6 PIPE),EA,,19920,,,,,,,,
9050010004,CABLE RISER HDPE 115 KV. (4 PIPE) 110 MM,EA,,8960,,,,,,,,
9050010005,CABLE RISER HDPE 115 KV. (4 PIPE) 160 MM,EA,,16880,,,,,,,,
9050030001,"RSC COUPLING, DIA 25 MM.",EA,,20.7,,,,,,,,
9050030002,"RSC CONDUIT,DIA 32 MM. 3 M.",EA,,595,,,,,,,,
9050030003,RSC ELBOW DIA 32 MM.,EA,,88,,,,,,,,
9050030004,RSC COUPLING DIA 32 MM.,EA,,28,,,,,,,,
9050030005,RSC DIA 60 MM. (3 M.),EA,,1385,,,,,,,,
9050030006,"RSC DIA 60 MM., ELBOW",EA,,460,,,,,,,,
9050030007,RSC CONDUIT DIA 38 MM.(3 M),EA,,705,,,,,,,,
9050030008,"RSC COUPLING,DIA 38 MM",EA,,35,,,,,,,,
9050030009,"RSC CONDUIT DIA 38 MM, ELBOW",EA,,113,,,,,,,,
9050030010,"RSC CONDUIT DIA 25 MM, ELBOW",EA,,63,,,,,,,,
9050030011,"RSC  CONDUIT,DIA 110 MM, 3 M LONG",EA,,2453,,,,,,,,
9060010001,F1 SINGLE POLE FOUNDATION,EA,,16570,,,,,,,,
9060010002,F1/1 SP FOUNDATION(NO PILE)IB2-011/45004,EA,,,,,,,16130,16370,16220,16430
9060010003,F1/2 SINGLE POLE FOUNDATION,EA,,16530,,,,,,,,
9060010004,F2 DOUBLE POLE FOUNDATION,EA,,,,,,,37410,51360,43180,45210
9060010005,F3 SINGLE POLE FOUNDATION (3 PILE),EA,,,,,,,21830,29830,24960,25970
9060010006,F4 DOUBLE POLE FOUNDATION (6 PILE),EA,,,,,,,34200,46680,39330,41060
9060020001,F5 SINGLE POLE FOUNDATION (2 PILE),EA,,,,,,,16380,16960,16610,17060
9060020002,F5/1 SINGLE POLE FOUNDATION (2 PILE),EA,,,,,,,16380,16960,16610,17060
9060030001,F6 SINGLE POLE FOUNDATION (1.01-1.50M),EA,,,,,,,26440,36250,30740,31630
9060030002,F6/1 SINGLE POLE FOUNDATION (1.51-2.00M),EA,,,,,,,29350,40240,34130,35190
9060030003,F6/2 SINGLE POLE FOUNDATION V0.0M.,EA,,,,,,,33110,45390,38350,39750
9060030004,F6/3 SINGLE POLE FOUNDATION V0.5M.,EA,,,,,,,36010,49360,41710,43280
9060030005,F6/4 SINGLE POLE FOUNDATION V1.0M.,EA,,,,,,,38890,53310,45050,46790
9060030006,F6/5 SINGLE POLE FOUNDATION V1.5M.,EA,,,,,,,41810,57300,48440,50340
9060030007,F6/6 SINGLE POLE FOUNDATION V2.0M.,EA,,,,,,,43820,60030,50520,52790
9060030008,F6/7 SINGLE POLE FOUNDATION V2.5M.,EA,,,,,,,47660,65340,55230,57470
9060030009,F6/8 SINGLE POLE FOUNDATION V3.0M.,EA,,,,,,,50400,69100,58360,60810
9060040001,F7 DOUBLE POLE FOUNDATION (1.01-1.50M),EA,,,,,,,46150,62870,53190,55880
9060040002,F7/1 DOUBLE POLE FOUNDATION (1.51-2.00M),EA,,,,,,,49640,67650,57290,60200
9060040003,F7/2 DOUBLE POLE FOUNDATION V0.0M.,EA,,,,,,,55070,75070,63370,66880
9060040004,F7/3 DOUBLE POLE FOUNDATION V0.5M.,EA,,,,,,,59280,80820,68190,72030
9060040005,F7/4 DOUBLE POLE FOUNDATION V1.0M.,EA,,,,,,,63450,86530,72950,77130
9060040006,F7/5 DOUBLE POLE FOUNDATION V1.5M.,EA,,,,,,,67650,92260,77740,82250
9060040007,F7/6 DOUBLE POLE FOUNDATION V2.0M.,EA,,,,,,,71770,97910,82430,87290
9060040008,F7/7 DOUBLE POLE FOUNDATION V2.5M.,EA,,,,,,,76000,103700,87270,92450
9060040009,F7/8 DOUBLE POLE FOUNDATION V3.0M.,EA,,,,,,,80150,109400,92010,97530
9060050001,F8 SINGLE POLE FOUNDATION V2.0M.,EA,,,,,,,34060,46590,39170,40920
9060050002,F8/1 SINGLE POLE FOUNDATION V2.5M.,EA,,,,,,,36960,50560,42530,44460
9060050003,F8/2 SINGLE POLE FOUNDATION V3.0M.,EA,,,,,,,39850,54510,45870,47970
9060060001,F9 SINGLE POLE FOUNDATION V0.0M.,EA,,,,,,,24600,33630,28440,29550
9060060002,F9/1 SINGLE POLE FOUNDATION V0.5M.,EA,,,,,,,27460,37560,31750,33040
9060060003,F9/2 SINGLE POLE FOUNDATION V1.0M.,EA,,,,,,,30380,41560,35140,36590
9060060004,F9/3 SINGLE POLE FOUNDATION V1.5M.,EA,,,,,,,33280,45530,38500,40130
9060060005,F9/4 SINGLE POLE FOUNDATION V2.0M.,EA,,,,,,,36160,49480,41840,43640
9060060006,F9/5 SINGLE POLE FOUNDATION V2.5M.,EA,,,,,,,39020,53410,45150,47130
9060060007,F9/6 SINGLE POLE FOUNDATION V3.0M.,EA,,,,,,,41940,57400,48540,50680
9060070001,F10 DOUBLE POLE FOUNDATION V0.0M.,EA,,,,,,,39230,53490,45550,47560
9060070002,F10/1 DOUBLE POLE FOUNDATION V0.5M.,EA,,,,,,,43340,59150,50230,52600
9060070003,F10/2 DOUBLE POLE FOUNDATION V1.0M.,EA,,,,,,,47580,64920,55080,57770
9060070004,F10/3 DOUBLE POLE FOUNDATION V1.5M.,EA,,,,,,,51730,70610,59820,62850
9060070005,F10/4 DOUBLE POLE FOUNDATION V2.0M.,EA,,,,,,,55930,76340,64600,67970
9060070006,F10/5 DOUBLE POLE FOUNDATION V2.5M.,EA,,,,,,,60080,82030,69340,73050
9060070007,F10/6 DOUBLE POLE FOUNDATION V3.0M.,EA,,,,,,,64390,87910,74270,78330
9060080001,DP FOUND.D-10B* (NO PILE) IB1-017/23059*,PAK,,6900,,,,,,,,
9060080002,DP FOUNDATION (NO PILE) IB2-011/42005,PAK,,25350,,,,,,,,
9060080003,DP FOUNDATION(6 PILE)IB2-011/42007,PAK,,54470,,,,,,,,
9060080004,DP FOUNDATION V 0.5 M.IB2-011/42015,PAK,,41000,,,,,,,,
9060080005,DP FOUNDATION V 1.0 M.IB2-011/42015,PAK,,43820,,,,,,,,
9060080006,DP FOUNDATION V 1.5 M.IB2-011/42015,PAK,,46630,,,,,,,,
9060080007,DP FOUNDATION V 2.0 M.IB2-011/42015,PAK,,49450,,,,,,,,
9060080008,DP FOUNDATION V 2.5 M.IB2-011/42015,PAK,,52260,,,,,,,,
9060080009,DP FOUNDATION V 3.0 M.IB2-011/42015,PAK,,55080,,,,,,,,
9060080010,DP FOUNDATION V 0/1.0 M.IB2-011/42015,PAK,,28500,,,,,,,,
9060080012,DP FOUNDATION V 0/2.0 M.IB2-011/42015,PAK,,34130,,,,,,,,
9060080013,DP FOUNDATION V 0/2.75M.IB2-011/42015,PAK,,38190,,,,,,,,
9060080014,DP FOUNDATION V 0.0 M.IB2-011/42018,PAK,,71070,,,,,,,,
9060080015,DP FOUNDATION V 0.5 M.IB2-011/42018,PAK,,73890,,,,,,,,
9060080016,DP FOUNDATION V 1.0 M.IB2-011/42018,PAK,,76700,,,,,,,,
9060080017,DP FOUNDATION V 1.5 M.IB2-011/42018,PAK,,79520,,,,,,,,
9060080018,DP FOUNDATION V 2.0 M.IB2-011/42018,PAK,,82330,,,,,,,,
9060080019,DP FOUNDATION V 2.5 M.IB2-011/42018,PAK,,85150,,,,,,,,
9060080020,DP FOUNDATION V 3.0 M.IB2-011/42018,PAK,,87960,,,,,,,,
9060080021,DP FOUNDATION V 0/1.5 M.IB2-011/42015,PAK,,31310,,,,,,,,
9060080022,DP FND.22m.H-FRAM IB1-015/25045,PAK,,13510,,,,,,,,
9060080023,DP FND. D-10B(6 PILE) IB1-015/240026,PAK,,49220,,,,,,,,
9060080024,DP FND. D-10B (NO PILE) IB1-015/23074,PAK,,8679,,,,,,,,
9060080025,DP FND D-10D (NO PILE) IB1-018/36012,PAK,,17490,,,,,,,,
9060080026,DP FND(NO PILE) V 0-1 M.IB1-018/37029,PAK,,35960,,,,,,,,
9060080027,DP FND(NO PILE) V 0-2 M.IB1-018/37029,PAK,,41030,,,,,,,,
9060080028,DP FND(NO PILE) V 0-3 M.IB1-018/37029,PAK,,46100,,,,,,,,
9060080029,DP FND(8-PILE) V 0-1 M.IB1-018/37039,PAK,,76290,,,,,,,,
9060080030,DP FND(8-PILE) V 0-3 M.IB1-018/37039,PAK,,87050,,,,,,,,
9060080031,DP FND. D-10F (NOPILE) SA1-015/40010,PAK,,20650,,,,,,,,
9060080032,DP FND. D-10F (6 PILE) SA1-015/40010,PAK,,57420,,,,,,,,
9060090001,MDB FOUNDATION,PAK,,4790,,,,,,,,
9060090002,FOUNDATION COMPACT EN.CBS150X300X450MM,PAK,,3200,,,,,,,,
9060090003,"FOUNDATION,METER INSTALLATION",PAK,,4890,,,,,,,,
9060090004,SP FOUNDATION.22 m.(2PILE)IB4-011/46001,PAK,,17110,,,,,,,,
9060090005,SP.FOUNDATION 22 m.(4 PILE)IB4-011/46002,PAK,,33590,,,,,,,,
9060090006,F8(V0.0)SP FOUND. V0.0M.IB2-011/44019,PAK,,36680,,,,,,,,
9060090007,F8(V0.5)SP FOUND. V 0.5 M.IB2-011/44019,PAK,,39060,,,,,,,,
9060090008,F8(V1.0)SP FOUND.V 1.0 M.IB2-011/44019,PAK,,41430,,,,,,,,
9060090009,F8(V1.5)SP FOUND.V 1.5 M.IB2-011/44019,PAK,,43810,,,,,,,,
9060090010,SP FOUND. D-10A*(NO PILE)IB1-017/23058*,PAK,,4930,,,,,,,,
9060090013,SP FOUNDATION(NO PILE)IB2-011/42003,PAK,,13250,,,,,,,,
9060090014,SP FOUNDATION(3 PILE)IB2-011/42006,PAK,,30580,,,,,,,,
9060090015,SP FOUNDATION(2 PILE)IB2-011/42008,PAK,,23940,,,,,,,,
9060090016,SP FOUNDATION(NO PILE)IB2-011/42009,PAK,,12890,,,,,,,,
9060090017,SP FOUNDATION V 0.5 M.IB2-011/42014,PAK,,24280,,,,,,,,
9060090018,SP FOUNDATION V 1.0 M.IB2-011/42014,PAK,,26180,,,,,,,,
9060090019,SP FOUNDATION V 1.5 M.IB2-011/42014,PAK,,28080,,,,,,,,
9060090020,SP FOUNDATION V 2.0 M.IB2-011/42014,PAK,,29980,,,,,,,,
9060090021,SP FOUNDATION V 2.5 M.IB2-011/42014,PAK,,31880,,,,,,,,
9060090022,SP FOUNDATION V 3.0 M.IB2-011/42014,PAK,,33780,,,,,,,,
9060090023,SP FOUNDATION V 0/1.0 M.IB2-011/42014,PAK,,15640,,,,,,,,
9060090024,SP FOUNDATION V 0/1.5 M.IB2-011/42014,PAK,,17540,,,,,,,,
9060090025,SP FOUNDATION V 0/2.0 M IB2-011/42014,PAK,,19440,,,,,,,,
9060090026,SP FOUNDATION V 0/2.75M.IB2-011/42014,PAK,,22380,,,,,,,,
9060090027,SP FOUNDATION V 0.0 M.IB2-011/42016,PAK,,31400,,,,,,,,
9060090028,SP FOUNDATION V 0.5 M.IB2-011/42016,PAK,,33230,,,,,,,,
9060090029,SP FOUNDATION V 1.0 M.IB2-011/42016,PAK,,35050,,,,,,,,
9060090030,SP FOUNDATION V 1.5 M.IB2-011/42016,PAK,,36880,,,,,,,,
9060090031,SP FOUNDATION V 2.0 M.IB2-011/42016,PAK,,38700,,,,,,,,
9060090032,SP FOUNDATION V 2.5 M.IB2-011/42016,PAK,,40530,,,,,,,,
9060090033,SP FOUNDATION V 3.0 M.IB2-011/42016,PAK,,42350,,,,,,,,
9060090034,SP FOUNDATION V 0.0 M.IB2-011/42017,PAK,,38320,,,,,,,,
9060090035,SP FOUNDATION V 0.5 M.IB2-011/42017,PAK,,40220,,,,,,,,
9060090036,SP FOUNDATION V 1.0 M.IB2-011/42017,PAK,,42120,,,,,,,,
9060090037,SP FOUNDATION V 1.5 M.IB2-011/42017,PAK,,44020,,,,,,,,
9060090038,SP FOUNDATION V 2.0 M.IB2-011/42017,PAK,,45920,,,,,,,,
9060090039,SP FOUNDATION V 2.5 M.IB2-011/42017,PAK,,47820,,,,,,,,
9060090040,SP FOUNDATION V 3.0 M.IB2-011/42017,PAK,,49720,,,,,,,,
9060090041,SP FOUNDATION (2 PILE) IB1-018/33012,PAK,,26450,,,,,,,,
9060090042,SP FND. D-10A(NO-PILE)IB1-015/23073,PAK,,4433,,,,,,,,
9060090043,SP FND. D-10A (3 PILE) IB1-015/240025,PAK,,27130,,,,,,,,
9060090044,SP FND. D-10D (NO-PILE) IB1-018/36001,PAK,,13200,,,,,,,,
9060090045,SP FND. D-10D (NO-PILE) IB1-018/36003,PAK,,12440,,,,,,,,
9060090046,SP FND.(NO PILE) V 0-1 M.IB1-018/37028,PAK,,24130,,,,,,,,
9060090047,SP FND.(NO PILE) V 0-2 M.IB1-018/37028,PAK,,27650,,,,,,,,
9060090048,SP FND.(NO PILE) V 0-3 M.IB1-018/37028,PAK,,31170,,,,,,,,
9060090049,SP FND.(3-PILE) V 0-1 M.IB1-018/37031,PAK,,34200,,,,,,,,
9060090050,SP FND.(3-PILE) V 0-2 M.IB1-018/37031,PAK,,37770,,,,,,,,
9060090051,SP FND.(3-PILE) V 0-3 M.IB1-018/37031,PAK,,41340,,,,,,,,
9060090052,SP FND.(4-PILE) V 0-1 M.IB1-018/37032,PAK,,40370,,,,,,,,
9060090053,SP FND.(4-PILE) V 0-2 M.IB1-018/37032,PAK,,43940,,,,,,,,
9060090054,SP FND.(4-PILE) V 0-3 M.IB1-018/37032,PAK,,47510,,,,,,,,
9060090055,SP FND. D-10F (NO PILE) SA1-015/40010,PAK,,13160,,,,,,,,
9060100001,ฐานรากเสา คอร.(H-FRAM) SA1-015/20034,PAK,,4650,,,,,,,,
9060100002,ฐานรากเสา คอร.(H-FRAM) SA1-015/21038,PAK,,4650,,,,,,,,
9060110001,COMPACT STATION FOUNDATION,PAK,,38800,,,,,,,,
9060110002,"COMPACT STATION, 3SW 1F, TR 500",PAK,,141900,,,,,,,,
9060110003,"COMPACT STATION, 3SW 1F, TR 630",PAK,,144600,,,,,,,,
9060110004,"COMPACT STATION, 3SW 2F, TR 500",PAK,,155800,,,,,,,,
9070010001,A1 CONCRETE ANCHOR (1 PILE),EA,,7513,,,,,,,,
9070010002,A2 CONCRETE ANCHOR (3 PILES),EA,,,,,,,13480,17390,14270,15780
9070010003,A3 CONCRETE ANCHOR IB2-011/42012,EA,,,,,,,30820,40880,32410,37790
9070010004,A4 CONCRETE ANCHOR IB2-011/42013,EA,,9150,,,,,,,,
9070020001,"CONCRETE BLOCK, 20X40X7 CM.",EA,,5,,,,,,,,
9070020002,CONCRETE ANCHOR (NO PILE) IB2-011/42012*,PAK,,22520,,,,,,,,
9070020003,CONCR. ANC.D-9A ( 3-PILE) IB1-015/240027,PAK,,23230,,,,,,,,
9070020004,CONCR.ANC. D-9B ( 3-PILE) IB1-015/240027,PAK,,23130,,,,,,,,
9070020005,CONCR.ANC. D-9A (NO PILE) IB1-015/240028,PAK,,21750,,,,,,,,
9070020006,CONCR.ANC. D-9B (NO PILE) IB1-015/240028,PAK,,21650,,,,,,,,
9070020007,CONCR.ANC. D-9D ( 1-PILE) IB1-015/31028,PAK,,7961,,,,,,,,
9070020008,CONCR.ANC. D-9C (NO PILE) IB1-015/31022,PAK,,6440,,,,,,,,
9070020009,CONCR.ANC. D-9G (NO PILE) SA1-015/40008,PAK,,18600,,,,,,,,
9070020010,CONCR.ANC. D-9H (NO PILE) SA1-015/40008,PAK,,18610,,,,,,,,
9070020011,CONCR.ANC. D-9I (NO PILE) SA1-015/40009,PAK,,6613,,,,,,,,
9080010001,TRANSFORMER FOUNDATION(1.5X2.5M.),EA,,2700,,,,,,,,
